"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014M","B19001_014MA","B19001_014EA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330227032","Block Group 2, Census Tract 227.03, King County, Washington","371","42","null","null","7","null","10","null","5","null","8","null","16","24","null","null","0","12","null","null","21","18","null","null","0","null","12","null","0","null","12","null","11","13","null","null","0","12","null","null","21","null","15","null","29","null","19","null","42","null","20","null","37","26","null","null","29","24","null","null","60","null","25","null","93","null","31","null",
"1500000US530330228011","Block Group 1, Census Tract 228.01, King County, Washington","1276","167","null","null","30","null","33","null","0","null","12","null","0","12","null","null","59","74","null","null","32","37","null","null","18","null","29","null","31","null","36","null","35","40","null","null","15","23","null","null","16","null","26","null","201","null","120","null","183","null","117","null","225","109","null","null","194","90","null","null","124","null","74","null","113","null","58","null",
"1500000US530330228012","Block Group 2, Census Tract 228.01, King County, Washington","1311","181","null","null","61","null","48","null","45","null","36","null","47","75","null","null","20","34","null","null","65","82","null","null","26","null","30","null","28","null","32","null","33","38","null","null","35","40","null","null","32","null","36","null","206","null","116","null","108","null","70","null","142","74","null","null","195","120","null","null","85","null","72","null","183","null","106","null",
"1500000US530330228013","Block Group 3, Census Tract 228.01, King County, Washington","471","89","null","null","21","null","34","null","16","null","27","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","43","null","49","null","39","null","44","null","54","null","48","null","14","22","null","null","0","12","null","null","24","null","25","null","260","null","90","null",
"1500000US530330228014","Block Group 4, Census Tract 228.01, King County, Washington","770","143","null","null","13","null","20","null","34","null","38","null","71","80","null","null","69","54","null","null","15","25","null","null","42","null","34","null","37","null","41","null","0","12","null","null","42","67","null","null","15","null","23","null","164","null","102","null","84","null","56","null","33","38","null","null","32","35","null","null","82","null","87","null","37","null","44","null",
"1500000US530330228021","Block Group 1, Census Tract 228.02, King County, Washington","794","83","null","null","17","null","18","null","33","null","41","null","0","12","null","null","29","26","null","null","15","14","null","null","44","null","49","null","55","null","51","null","0","12","null","null","18","20","null","null","8","null","14","null","65","null","53","null","98","null","45","null","40","45","null","null","125","65","null","null","128","null","51","null","119","null","43","null",
"1500000US530330228022","Block Group 2, Census Tract 228.02, King County, Washington","645","85","null","null","38","null","33","null","0","null","12","null","10","18","null","null","27","43","null","null","10","16","null","null","11","null","16","null","17","null","19","null","22","26","null","null","0","12","null","null","15","null","20","null","33","null","28","null","67","null","37","null","88","42","null","null","89","56","null","null","86","null","42","null","132","null","52","null",
"1500000US530330228023","Block Group 3, Census Tract 228.02, King County, Washington","598","76","null","null","11","null","17","null","26","null","41","null","28","26","null","null","0","12","null","null","27","24","null","null","0","null","12","null","0","null","12","null","11","16","null","null","8","12","null","null","8","null","13","null","16","null","18","null","74","null","48","null","80","43","null","null","55","49","null","null","94","null","48","null","160","null","57","null",
"1500000US530330228031","Block Group 1, Census Tract 228.03, King County, Washington","340","118","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","16","null","25","null","13","null","22","null","28","33","null","null","129","90","null","null","32","null","37","null","122","null","106","null",
"1500000US530330228032","Block Group 2, Census Tract 228.03, King County, Washington","984","135","null","null","8","null","17","null","20","null","30","null","17","26","null","null","22","35","null","null","0","12","null","null","19","null","27","null","37","null","41","null","14","23","null","null","12","20","null","null","31","null","37","null","66","null","55","null","119","null","101","null","104","63","null","null","74","62","null","null","150","null","83","null","291","null","110","null",
"1500000US530330228033","Block Group 3, Census Tract 228.03, King County, Washington","1010","169","null","null","45","null","40","null","57","null","56","null","29","35","null","null","85","92","null","null","63","50","null","null","86","null","93","null","16","null","25","null","34","39","null","null","7","15","null","null","22","null","35","null","22","null","33","null","150","null","87","null","169","96","null","null","88","79","null","null","82","null","64","null","55","null","48","null",
"1500000US530330229011","Block Group 1, Census Tract 229.01, King County, Washington","565","62","null","null","0","null","12","null","9","null","13","null","0","12","null","null","0","12","null","null","0","12","null","null","20","null","21","null","0","null","12","null","20","22","null","null","34","25","null","null","68","null","47","null","36","null","30","null","70","null","46","null","44","31","null","null","57","29","null","null","112","null","57","null","95","null","48","null",
"1500000US530330229012","Block Group 2, Census Tract 229.01, King County, Washington","454","52","null","null","9","null","13","null","11","null","18","null","11","18","null","null","0","12","null","null","27","26","null","null","13","null","15","null","0","null","12","null","10","15","null","null","9","15","null","null","25","null","22","null","9","null","14","null","31","null","28","null","85","45","null","null","0","12","null","null","39","null","26","null","175","null","59","null",
"1500000US530330229021","Block Group 1, Census Tract 229.02, King County, Washington","617","98","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","12","19","null","null","0","null","12","null","0","null","12","null","26","30","null","null","9","15","null","null","37","null","44","null","50","null","65","null","40","null","38","null","44","42","null","null","0","12","null","null","180","null","89","null","219","null","90","null",
