"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330019003","Block Group 3, Census Tract 19, King County, Washington","460","null","61","null","8","null","15","null","0","null","12","null","9","null","13","null","51","null","35","null","18","null","20","null","20","null","30","null","19","null","21","null","9","null","15","null","8","14","null","null","46","42","null","null","39","null","30","null","54","33","null","null","73","null","38","null","16","19","null","null","31","null","25","null","59","null","36","null",
"1500000US530330020001","Block Group 1, Census Tract 20, King County, Washington","820","null","78","null","37","null","28","null","22","null","24","null","32","null","39","null","67","null","61","null","49","null","55","null","10","null","16","null","48","null","50","null","37","null","29","null","20","17","null","null","36","30","null","null","39","null","32","null","101","43","null","null","64","null","37","null","46","32","null","null","98","null","46","null","114","null","54","null",
"1500000US530330020002","Block Group 2, Census Tract 20, King County, Washington","479","null","64","null","27","null","24","null","0","null","12","null","9","null","15","null","10","null","15","null","9","null","13","null","92","null","75","null","18","null","20","null","11","null","17","null","17","19","null","null","10","16","null","null","37","null","37","null","79","41","null","null","41","null","30","null","18","19","null","null","47","null","30","null","54","null","34","null",
"1500000US530330020003","Block Group 3, Census Tract 20, King County, Washington","307","null","43","null","18","null","21","null","0","null","12","null","0","null","12","null","10","null","15","null","0","null","12","null","0","null","12","null","18","null","19","null","10","null","15","null","4","8","null","null","39","26","null","null","0","null","12","null","62","35","null","null","42","null","28","null","32","24","null","null","50","null","32","null","22","null","18","null",
"1500000US530330021001","Block Group 1, Census Tract 21, King County, Washington","659","null","68","null","8","null","13","null","9","null","15","null","11","null","17","null","18","null","20","null","17","null","19","null","28","null","25","null","9","null","14","null","16","null","17","null","34","44","null","null","31","26","null","null","50","null","31","null","72","35","null","null","142","null","65","null","57","38","null","null","102","null","57","null","55","null","28","null",
"1500000US530330021002","Block Group 2, Census Tract 21, King County, Washington","401","null","61","null","0","null","12","null","18","null","19","null","6","null","11","null","0","null","12","null","38","null","47","null","7","null","11","null","9","null","14","null","26","null","25","null","0","12","null","null","37","29","null","null","95","null","56","null","80","53","null","null","16","null","18","null","28","27","null","null","33","null","29","null","8","null","13","null",
"1500000US530330021003","Block Group 3, Census Tract 21, King County, Washington","663","null","71","null","33","null","27","null","0","null","12","null","0","null","12","null","0","null","12","null","29","null","26","null","16","null","18","null","9","null","14","null","28","null","42","null","62","50","null","null","57","45","null","null","54","null","34","null","105","50","null","null","56","null","32","null","37","24","null","null","101","null","60","null","76","null","37","null",
"1500000US530330022001","Block Group 1, Census Tract 22, King County, Washington","570","null","101","null","0","null","12","null","17","null","27","null","0","null","12","null","7","null","13","null","14","null","22","null","30","null","35","null","0","null","12","null","6","null","12","null","0","12","null","null","60","54","null","null","91","null","49","null","93","70","null","null","0","null","12","null","18","28","null","null","109","null","60","null","125","null","68","null",
"1500000US530330022002","Block Group 2, Census Tract 22, King County, Washington","544","null","66","null","0","null","12","null","15","null","24","null","13","null","21","null","0","null","12","null","34","null","38","null","24","null","28","null","0","null","12","null","27","null","31","null","28","31","null","null","13","22","null","null","11","null","18","null","17","27","null","null","97","null","64","null","76","55","null","null","117","null","64","null","72","null","49","null",
"1500000US530330022003","Block Group 3, Census Tract 22, King County, Washington","539","null","87","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","28","null","33","null","31","null","32","null","19","29","null","null","60","41","null","null","15","null","24","null","31","32","null","null","26","null","29","null","40","38","null","null","45","null","41","null","244","null","96","null",
"1500000US530330022004","Block Group 4, Census Tract 22, King County, Washington","518","null","74","null","0","null","12","null","12","null","20","null","0","null","12","null","0","null","12","null","0","null","12","null","31","null","34","null","53","null","42","null","26","null","30","null","0","12","null","null","0","12","null","null","0","null","12","null","32","36","null","null","33","null","28","null","64","50","null","null","83","null","59","null","184","null","83","null",
"1500000US530330024001","Block Group 1, Census Tract 24, King County, Washington","390","null","43","null","7","null","11","null","0","null","12","null","8","null","12","null","28","null","34","null","0","null","12","null","20","null","17","null","17","null","18","null","21","null","16","null","0","12","null","null","0","12","null","null","14","null","16","null","29","23","null","null","49","null","32","null","64","36","null","null","22","null","20","null","111","null","46","null",
"1500000US530330024002","Block Group 2, Census Tract 24, King County, Washington","361","null","44","null","14","null","15","null","15","null","16","null","13","null","16","null","6","null","11","null","37","null","23","null","8","null","14","null","22","null","20","null","0","null","12","null","8","14","null","null","7","11","null","null","36","null","26","null","26","23","null","null","39","null","27","null","68","47","null","null","23","null","20","null","39","null","39","null",
"1500000US530330024003","Block Group 3, Census Tract 24, King County, Washington","496","null","63","null","9","null","14","null","0","null","12","null","0","null","12","null","13","null","16","null","22","null","21","null","7","null","11","null","12","null","11","null","25","null","22","null","7","12","null","null","24","21","null","null","79","null","38","null","64","47","null","null","51","null","33","null","31","38","null","null","67","null","57","null","85","null","39","null",
