"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330288011","Block Group 1, Census Tract 288.01, King County, Washington","1104","null","216","null","875","186","null","null","60","64","null","null","19","31","null","null","42","31","null","null","33","null","64","null","43","null","44","null","32","29","null","null","14","21","null","null","18","20","null","null",
"1500000US530330288012","Block Group 2, Census Tract 288.01, King County, Washington","1195","null","299","null","617","234","null","null","87","80","null","null","0","12","null","null","89","113","null","null","0","null","12","null","277","null","198","null","125","94","null","null","8","13","null","null","117","90","null","null",
"1500000US530330288013","Block Group 3, Census Tract 288.01, King County, Washington","848","null","212","null","535","166","null","null","83","51","null","null","38","35","null","null","82","55","null","null","0","null","12","null","72","null","72","null","38","53","null","null","17","32","null","null","21","41","null","null",
"1500000US530330288021","Block Group 1, Census Tract 288.02, King County, Washington","1867","null","571","null","1028","350","null","null","402","374","null","null","62","72","null","null","264","189","null","null","0","null","12","null","0","null","12","null","111","100","null","null","0","12","null","null","111","100","null","null",
"1500000US530330288022","Block Group 2, Census Tract 288.02, King County, Washington","1671","null","443","null","860","215","null","null","235","231","null","null","0","12","null","null","408","181","null","null","8","null","17","null","19","null","32","null","141","109","null","null","0","12","null","null","141","109","null","null",
"1500000US530330288023","Block Group 3, Census Tract 288.02, King County, Washington","1069","null","380","null","171","121","null","null","408","312","null","null","0","12","null","null","86","70","null","null","126","null","194","null","130","null","181","null","148","173","null","null","13","20","null","null","135","171","null","null",
"1500000US530330288024","Block Group 4, Census Tract 288.02, King County, Washington","2107","null","494","null","882","320","null","null","631","389","null","null","0","12","null","null","250","212","null","null","0","null","12","null","204","null","255","null","140","118","null","null","10","16","null","null","130","118","null","null",
"1500000US530330289011","Block Group 1, Census Tract 289.01, King County, Washington","883","null","238","null","636","202","null","null","100","102","null","null","0","12","null","null","95","91","null","null","0","null","12","null","0","null","12","null","52","68","null","null","12","20","null","null","40","64","null","null",
"1500000US530330289012","Block Group 2, Census Tract 289.01, King County, Washington","593","null","187","null","405","119","null","null","0","12","null","null","0","12","null","null","188","188","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330289013","Block Group 3, Census Tract 289.01, King County, Washington","1107","null","252","null","810","220","null","null","6","12","null","null","0","12","null","null","104","116","null","null","0","null","12","null","1","null","2","null","186","183","null","null","0","12","null","null","186","183","null","null",
"1500000US530330289014","Block Group 4, Census Tract 289.01, King County, Washington","772","null","163","null","673","182","null","null","0","12","null","null","0","12","null","null","22","24","null","null","0","null","12","null","0","null","12","null","77","73","null","null","0","12","null","null","77","73","null","null",
"1500000US530330289021","Block Group 1, Census Tract 289.02, King County, Washington","1466","null","753","null","388","185","null","null","248","250","null","null","0","12","null","null","454","699","null","null","0","null","12","null","328","null","382","null","48","77","null","null","0","12","null","null","48","77","null","null",
"1500000US530330289022","Block Group 2, Census Tract 289.02, King County, Washington","1492","null","441","null","721","241","null","null","133","144","null","null","0","12","null","null","168","111","null","null","77","null","81","null","265","null","344","null","128","83","null","null","0","12","null","null","128","83","null","null",
"1500000US530330289023","Block Group 3, Census Tract 289.02, King County, Washington","1199","null","459","null","348","202","null","null","220","215","null","null","30","36","null","null","203","227","null","null","33","null","55","null","299","null","459","null","66","97","null","null","0","12","null","null","66","97","null","null",
"1500000US530330289024","Block Group 4, Census Tract 289.02, King County, Washington","1146","null","337","null","593","229","null","null","80","86","null","null","17","27","null","null","187","132","null","null","209","null","261","null","0","null","12","null","60","63","null","null","28","51","null","null","32","37","null","null",
"1500000US530330289025","Block Group 5, Census Tract 289.02, King County, Washington","1515","null","462","null","839","365","null","null","16","27","null","null","0","12","null","null","134","121","null","null","0","null","12","null","526","null","360","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330290011","Block Group 1, Census Tract 290.01, King County, Washington","783","null","184","null","580","161","null","null","19","30","null","null","0","12","null","null","121","98","null","null","0","null","12","null","9","null","20","null","54","76","null","null","0","12","null","null","54","76","null","null",
"1500000US530330290012","Block Group 2, Census Tract 290.01, King County, Washington","865","null","219","null","713","201","null","null","20","22","null","null","0","12","null","null","71","77","null","null","0","null","12","null","0","null","12","null","61","67","null","null","0","12","null","null","61","67","null","null",
"1500000US530330290013","Block Group 3, Census Tract 290.01, King County, Washington","1120","null","268","null","908","251","null","null","13","20","null","null","0","12","null","null","72","74","null","null","0","null","12","null","14","null","23","null","113","105","null","null","30","48","null","null","83","94","null","null",
"1500000US530330290014","Block Group 4, Census Tract 290.01, King County, Washington","1876","null","351","null","1368","317","null","null","27","34","null","null","0","12","null","null","170","119","null","null","69","null","95","null","155","null","188","null","87","108","null","null","0","12","null","null","87","108","null","null",
"1500000US530330290031","Block Group 1, Census Tract 290.03, King County, Washington","951","null","388","null","295","139","null","null","63","75","null","null","0","12","null","null","388","240","null","null","0","null","12","null","27","null","44","null","178","133","null","null","28","45","null","null","150","126","null","null",
"1500000US530330290032","Block Group 2, Census Tract 290.03, King County, Washington","1270","null","419","null","805","385","null","null","215","226","null","null","40","65","null","null","171","140","null","null","0","null","12","null","0","null","12","null","39","45","null","null","13","22","null","null","26","30","null","null",
"1500000US530330290033","Block Group 3, Census Tract 290.03, King County, Washington","1534","null","371","null","870","365","null","null","62","63","null","null","12","23","null","null","162","109","null","null","0","null","12","null","146","null","165","null","282","172","null","null","75","92","null","null","207","152","null","null",
"1500000US530330290034","Block Group 4, Census Tract 290.03, King County, Washington","1115","null","431","null","941","422","null","null","80","131","null","null","0","12","null","null","25","27","null","null","0","null","12","null","0","null","12","null","69","92","null","null","0","12","null","null","69","92","null","null",
"1500000US530330290035","Block Group 5, Census Tract 290.03, King County, Washington","964","null","357","null","420","239","null","null","371","250","null","null","0","12","null","null","107","108","null","null","0","null","12","null","0","null","12","null","66","92","null","null","13","20","null","null","53","91","null","null",
"1500000US530330290041","Block Group 1, Census Tract 290.04, King County, Washington","2103","null","335","null","1028","273","null","null","381","231","null","null","37","62","null","null","150","144","null","null","20","null","30","null","272","null","198","null","215","136","null","null","38","41","null","null","177","129","null","null",
